username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
1630_Revello|2018-06-17 03:58|0|0|"What does someone else's appearance have to do with desperate fame-ho Budget Tammy Lasagna being unattractive?"||||"1008166958196559872"|https://twitter.com/1630_Revello/status/1008166958196559872
MarcelloTRV|2018-06-17 03:25|0|0|"# DonaldTrump selected # KathyKraninger, a little-known White House budget official, 2B # Director of # ConsumerFinancialProtectionBureau: https://tinyurl.com/y72haxey  https://tinyurl.com/ybjfkud7 https://tinyurl.com/ybjfkud7"|||# # # #|"1008158681689714689"|https://twitter.com/MarcelloTRV/status/1008158681689714689
dicus6|2018-06-17 03:13|1|2|"We know why! They can't go home for the mid-term without saying they tried, but we know it's all a show! Where is the 2019 budget that's about to start?"||||"1008155691222216705"|https://twitter.com/dicus6/status/1008155691222216705
laserspectator|2018-06-17 02:38|0|0|"And what happened while you were President Stuart? Give me a break. Clinton balanced the budget. Do you know of another President that did. He took us from red to black (just like Obama)."||||"1008146805845053440"|https://twitter.com/laserspectator/status/1008146805845053440
iniqywaGo|2018-06-17 02:37|0|0|"Trump intends to nominate Kathy Kraninger for CFPB: President Donald Trump plans to nominate Office of Management and Budget official Kathy Kraninger to head the Consumer Financial Protection Bureau, the White House announced Saturday. http://dlvr.it/QXXnVH pic.twitter.com/kBqrj8Ercf"||||"1008146473274392576"|https://twitter.com/iniqywaGo/status/1008146473274392576
GaryBouton|2018-06-17 02:34|0|0|"@ realdonaldtrump Beer taste on a champagne budget. pic.twitter.com/htMN06EDpg"||@||"1008145878421573632"|https://twitter.com/GaryBouton/status/1008145878421573632
sparky62682728|2018-06-17 02:27|0|0|"We need to stop America we can’t even afford air-conditioning for the people in our own country or feed them look how many shelters we have in America that we feed our own homeless people called you hear about his budget we can’t afford to feed our own people"||||"1008144083330719746"|https://twitter.com/sparky62682728/status/1008144083330719746
JaimeJorn|2018-06-17 02:21|1|3|"And our tax revenue here in Cali (which has a huge budget SURPLUS) helps support many social programs in red states. But what do facts matter, right? # maga sorry # MAGAts"|||# #|"1008142505504731136"|https://twitter.com/JaimeJorn/status/1008142505504731136
PoliticeStiri|2018-06-17 02:19|0|0|"OMB's Kraninger picked to head U.S. CFPB: White House: WASHINGTON (Reuters) - Kathy Kraninger, an official from the White House Office of Management and Budget, is President Donald Trump's pick for permanent director of the Consumer Financial Protection… http://dlvr.it/QXXlMq"||||"1008142068047212546"|https://twitter.com/PoliticeStiri/status/1008142068047212546
DonovanKennedy8|2018-06-17 02:11|0|0|"You really don't see the hate ( commonsense says probably due to priests scandal) constant mocking of believers and pride in insulting their belief. No Taxes and budget was Trump/Congress ( oh that was passed) Obama 1.8% growth he claimed that was the new normal. What r u saying"||||"1008140088994234368"|https://twitter.com/DonovanKennedy8/status/1008140088994234368
suanews1|2018-06-17 01:57|1|1|"Mr @ realDonaldTrump - Why stop there, let's cut our funding until the UN cuts its budget by 50%. In its current form the UN is a useless bunch of one world elitists that we don't need. # NoMoreMcCainshttp://thehill.com/policy/international/392418-us-expected-to-withdraw-from-un-human-rights-council-report#.WyWjOxi0Lyg.twitter …"||@|# #|"1008136598133751808"|https://twitter.com/suanews1/status/1008136598133751808
EnelradSedir|2018-06-17 01:46|0|0|"Trump hasn’t even passed a full budget! They’re inching by on CRs! Credit on economy still goes to Obama!"||||"1008133779808911360"|https://twitter.com/EnelradSedir/status/1008133779808911360
ColoLiberal2|2018-06-17 01:28|3|6|"Why do we Always increase our military budget, and at the same time republicans are constantly shouting that we have to rebuild our military? I just want an accurate account of the hundreds of billions of dollars we spend."||||"1008129196114132992"|https://twitter.com/ColoLiberal2/status/1008129196114132992
cfcpac|2018-06-17 01:05|0|0|"OMB’s Kraninger picked to head U.S. CFPB: White House: WASHINGTON (Reuters) - Kathy Kraninger, an official from the White House Office of Management and Budget, is President Donald # Trump's pick for permanent director of the Consumer Financial Protection… http://dlvr.it/QXXWN3"|||#|"1008123312327700480"|https://twitter.com/cfcpac/status/1008123312327700480
WebScrapingUSA|2018-06-17 01:02|0|0|"Trump picks new CFPB head: President Donald Trump plans to nominate Office of Management and Budget official Kathy Kraninger to head the Consumer Financial Protection Bureau, the White House announced Saturday. http://tw.eet.link/QXXVyb pic.twitter.com/p562AysBkD"||||"1008122570065915906"|https://twitter.com/WebScrapingUSA/status/1008122570065915906
TopOracleJobs|2018-06-17 01:02|0|0|"Trump picks new CFPB head: President Donald Trump plans to nominate Office of Management and Budget official Kathy Kraninger to head the Consumer Financial Protection Bureau, the White House announced Saturday. http://tw.eet.link/QXXVxz pic.twitter.com/YwD5473ZzI"||||"1008122568992124928"|https://twitter.com/TopOracleJobs/status/1008122568992124928
ITVermont|2018-06-17 01:02|0|0|"Trump picks new CFPB head: President Donald Trump plans to nominate Office of Management and Budget official Kathy Kraninger to head the Consumer Financial Protection Bureau, the White House announced Saturday. http://tw.eet.link/QXXVxx pic.twitter.com/bh9eq9mG5a"||||"1008122565909348352"|https://twitter.com/ITVermont/status/1008122565909348352
ITUtah|2018-06-17 01:02|0|0|"Trump picks new CFPB head: President Donald Trump plans to nominate Office of Management and Budget official Kathy Kraninger to head the Consumer Financial Protection Bureau, the White House announced Saturday. http://tw.eet.link/QXXVxk pic.twitter.com/1HR3k6v9D6"||||"1008122565041115136"|https://twitter.com/ITUtah/status/1008122565041115136
ITMissouri|2018-06-17 01:02|0|0|"Trump picks new CFPB head: President Donald Trump plans to nominate Office of Management and Budget official Kathy Kraninger to head the Consumer Financial Protection Bureau, the White House announced Saturday. http://tw.eet.link/QXXVxm pic.twitter.com/eZ6k6cL0Fc"||||"1008122564525240320"|https://twitter.com/ITMissouri/status/1008122564525240320
Gabriel15822617|2018-06-17 00:58|0|0|"You wNt to save money? Then why the big defense budget just being everyone home!"||||"1008121604587638784"|https://twitter.com/Gabriel15822617/status/1008121604587638784
madasednam|2018-06-17 00:56|49|163|"Trump hates children. # TrumpConcentrationCamps Trump's budget cuts children's health insurance @ CNNhttp://cnn.it/2qO07TY"||@|#|"1008121239343435776"|https://twitter.com/madasednam/status/1008121239343435776
Patrick90907631|2018-06-17 00:56|0|0|"Clinton had to the budget balanced and debt headed down! So yes bring us a Democrat"||||"1008121114055315456"|https://twitter.com/Patrick90907631/status/1008121114055315456
ColoLiberal2|2018-06-17 00:40|0|5|"I've been asking this for quite some time, the military budget keeps going up, they spend hundreds of billions of dollars and constantly ask for more, where the hell is our money going?"||||"1008117255626878976"|https://twitter.com/ColoLiberal2/status/1008117255626878976
RobertP40370912|2018-06-17 00:40|0|0|"You have room to talk. You talk about how your tax plans help the middle class but it does more for the rich like you. The wall Mexico will pay for it so why is it in your budget."||||"1008117233514577922"|https://twitter.com/RobertP40370912/status/1008117233514577922
MisterianZajac|2018-06-17 00:35|0|0|"If republicans are so great on economics why are the top 10 welfare states all republicans? Why are Clinton and Obama the only presidents in 50 years to reduce the deficit? Why are every one of the top contributors to the federal budget democrat states? Why’s the Bible Belt broke"||||"1008115997172273152"|https://twitter.com/MisterianZajac/status/1008115997172273152
cfcpac|2018-06-17 00:32|0|0|"# Trump intends to nominate Kathy Kraninger to lead Consumer Financial Protection Bureau: President Donald # Trump plans to nominate Office of Management and Budget official Kathy Kraninger to head the Consumer Financial Protection Bureau, the White House… http://dlvr.it/QXXS8D pic.twitter.com/yElj3eFhW9"|||# #|"1008115026811498496"|https://twitter.com/cfcpac/status/1008115026811498496
ibizavillasrent|2018-06-17 00:22|0|0|"follow me - OMB's Kraninger picked to head U.S. # CFPB: White House: WASHINGTON (Reuters) - Kathy Kraninger, an official from the White House Office of Management and Budget, is President Donald Trump's pick for permanent director of the Consumer Financial…- follow for follow pic.twitter.com/OupbHOa4lr"|||#|"1008112496731828224"|https://twitter.com/ibizavillasrent/status/1008112496731828224
memoecat|2018-06-17 00:20|0|0|"Imagine how stupid you think your supporters are to believe the Party with no power wrote a budget that you signed"||||"1008112187414544384"|https://twitter.com/memoecat/status/1008112187414544384
AnitaKeays1|2018-06-17 00:15|0|0|"@ realDonaldTrump I don’t trust Paul Ryan after he hit us with the outrageous budget you were forced to sign. If he promotes amnesty, you can bet he is leaving to come back to run against you in 2020. He is an elitist."||@||"1008110831186243585"|https://twitter.com/AnitaKeays1/status/1008110831186243585
tr4517|2018-06-17 00:10|0|0|"IT NEEDS to have EVERYTHING HE PROMISED IN IT! WALL completely paid for PLUS other BORDER EXPENSES! THIS was again promised as the reason to allow budget. It would be done now! If not now...never!"||||"1008109548152999936"|https://twitter.com/tr4517/status/1008109548152999936
Razputin3|2018-06-16 23:58|0|0|"@ realDonaldTrump I agreed but I hope if you meet with democrats you don't try to please them. You can't sign or agreed with this Ryan's stupid Bill of amnesty with no full budget for the wall or end of Chain migration. If they don't vote for Goodlate's Bill no DACA Deal. Don't"||@||"1008106664514539520"|https://twitter.com/Razputin3/status/1008106664514539520
DocHollywoodM|2018-06-16 23:58|0|1|"@ realDonaldTrump to nominate budget official @ KathyKraninger to lead Consumer Financial Protection Bureau. She's expected to another # Loyal @ POTUS # Puppet and # Reverse as many # ConsumerProtectionLaws as Kathy Kraninger is able to accomplish during her tenure with # ZEROExperience"||@ @ @|# # # # #|"1008106571254001664"|https://twitter.com/DocHollywoodM/status/1008106571254001664
Jimbomania72|2018-06-16 23:51|1|1|"And the proposed budget would greatly cut mental health services. I didn't choose to be depressed and needing to be on assistance. Have gone door to door pleading for a job repeatedly. Not even given a chance or interview. A hand up, not a hand out. Huge difference."||||"1008104886779695104"|https://twitter.com/Jimbomania72/status/1008104886779695104
readytofly11|2018-06-16 23:49|0|0|"The Law specifically says that where detainees are held is at discretion of the POTUS & the AG. # Trump & # Sessions are trying to blackmail America into paying for that stupid wall. GOP are good for destroying the fed budget, limiting human rights, & undermining our Constitution."|||# #|"1008104362181300224"|https://twitter.com/readytofly11/status/1008104362181300224
svasol|2018-06-16 23:41|0|0|"Biggest budget deficit since 2009 - thanks # GOP @ SpeakerRyan @ marklevinshow @ seanhannity @ SenateMajLdr # trump # MAGA https://www.bloomberg.com/amp/news/articles/2018-06-12/u-s-posts-biggest-monthly-budget-deficit-in-may-since-2009 …"||@ @ @ @|# # #|"1008102258297397249"|https://twitter.com/svasol/status/1008102258297397249
ThinkingForFree|2018-06-16 23:28|0|2|"Funny how when dems controlled Congress -and by extension the budget- they included 10,000 housing vouchers for homeless veterans, but that’s cut when the GOP takes control of the budget."||||"1008099133121495042"|https://twitter.com/ThinkingForFree/status/1008099133121495042
FullLifeComm|2018-06-16 23:22|0|0|"# BREAKING: Trump picks budget official to lead consumer bureau, setting up fight in Congress: President Donald Tru via @ POLITICO for Android"||@|#|"1008097617774088198"|https://twitter.com/FullLifeComm/status/1008097617774088198
jobschildren|2018-06-16 23:19|0|0|"# BREAKING: Trump picks budget official to lead consumer bureau, setting up fight in Congress: President Donald Tru via @ POLITICO for Android"||@|#|"1008096653495230466"|https://twitter.com/jobschildren/status/1008096653495230466
AntiTrumpReport|2018-06-16 23:18|6|8|"BREAKING: Donald Trump selected Kathy Kraninger, a little-known White House budget official, as the next director of the Consumer Financial Protection Bureau, setting up what is likely to be a bruising battle in Congress over the controversial young agency. - Politico"||||"1008096511887073280"|https://twitter.com/AntiTrumpReport/status/1008096511887073280
darreldrowland|2018-06-16 23:14|0|0|"BREAKING: Donald Trump picks little-known budget official as permanent head of Rich Cordray's old agency, the Consumer Financial Protection Bureau, likely setting up a bruising confirmation battle https://politi.co/2HYHJNs"||||"1008095409129033729"|https://twitter.com/darreldrowland/status/1008095409129033729
someguy1964|2018-06-16 23:13|0|0|"They don't want to vote for it like they did the budget only to have Trump pull out the rug again. These cowards will be too afrade to demand a direct promise. He will double talk them, then double cross them. They deserve what they get."||||"1008095272059236353"|https://twitter.com/someguy1964/status/1008095272059236353
Brown1971Jo|2018-06-16 23:11|0|0|"# BREAKING: Trump picks budget official to lead consumer bureau, setting up fight in Congress: President Donald Tru via @ POLITICO for Android"||@|#|"1008094795670212613"|https://twitter.com/Brown1971Jo/status/1008094795670212613
stevanator123|2018-06-16 23:11|0|0|"# BREAKING: Trump picks budget official to lead consumer bureau, setting up fight in Congress: President Donald Tru via @ POLITICO for Android"||@|#|"1008094717752602627"|https://twitter.com/stevanator123/status/1008094717752602627
DrewHoyt|2018-06-16 23:06|0|1|"In upcoming budget negotiations, Republicans will demand their ransom for these child hostages: not just wall funding, but their whole xenophobic immigration agenda. How should Dems respond? “We will not negotiate legislation with terrorists demanding ransom for child hostages.”"||||"1008093510619357184"|https://twitter.com/DrewHoyt/status/1008093510619357184
HoyoJoyce|2018-06-16 22:57|0|0|"I'm a conservative, but I must take issue with your constant attacks on those who oppose you. High Taxes =Military Parade, Wall, Secret Service budget overruns Mir A Lago trips. High Crime=Unfair accusation, no one wants Crime. Obstruction=So far only POTUS is being investigated"||||"1008091328671113216"|https://twitter.com/HoyoJoyce/status/1008091328671113216
Charlesc420|2018-06-16 22:57|0|0|"Lmao our country is in debt and trump has increased it. Yes taxation of drugs would be beneficial. Hell just look at the revenue states with legal pot have. More than enough to supplement educational and infrastructure budgets. But you stay drinking ur koolaid"||||"1008091188656656384"|https://twitter.com/Charlesc420/status/1008091188656656384
WednesFri|2018-06-16 22:51|0|0|"Omg, you looted the budget to enrich your buddies, admitted to obstruction on TV, and praised Session’s policy to kidnap and jail the children of asylum seekers...and you can’t even own it? # cykapic.twitter.com/AHaxxwiXeO"|||#|"1008089723284475904"|https://twitter.com/WednesFri/status/1008089723284475904
doufus88|2018-06-16 22:27|0|0|"Past presidents stole money from poor Americans to pay for the defense budgets of NATO. NATO countries were plenty rich enough, Pres. Trump stopped the theft. That is why they hate Trump. Europe gave us Communism, Fascism, & faux global warming. Friends like that who needs"||||"1008083771189579778"|https://twitter.com/doufus88/status/1008083771189579778
carterentinc|2018-06-16 22:24|0|0|"Dave, actually I do know every social program that the federal govt pays for because I read the annual budget, every page. I also read the US Treasury financial statements daily and annually. I suggest you do the same so you will know as well."||||"1008082980743667712"|https://twitter.com/carterentinc/status/1008082980743667712
pegster218|2018-06-16 22:21|0|0|"@ realDonaldTrump What do you know about peace? You’ve been spoiling for a war since you took office—better than half of the budget is defense, 33M+ for a totally unnecessary military parade. We don’t believe you. Period."||@||"1008082090469068802"|https://twitter.com/pegster218/status/1008082090469068802
dave000000007|2018-06-16 21:59|0|0|"I don’t know every social program out there, and i am sure you don’t either. The government budget is way out of line, but the Democrats are not entirely to blame. Look no further than Pruitt to figure that out! But the social programs I am talking about feed and shelter people!"||||"1008076696396890112"|https://twitter.com/dave000000007/status/1008076696396890112
shelisutz|2018-06-16 21:55|0|2|"What road was fixed? That is a local city/state that does a budget so local taxes, or if highways it's DOT. Also, police force is dictated by the City Planner who writes a budget in local city or county that plans for lights, fire chief, roads, cop support! That is NOT President"||||"1008075644851257349"|https://twitter.com/shelisutz/status/1008075644851257349
TweettHeart|2018-06-16 21:39|0|0|"This Afternoon California Announced that they have a $9 BILLION surplus this year & will use a portion of the extra money to help the homeless... Meanwhile, Trump Admin has a $1 TRILLION deficit and passed a budget to help billionaires. "Those damn Libruls" Brian Krassenstein"||||"1008071488153554944"|https://twitter.com/TweettHeart/status/1008071488153554944
BetsyOShea|2018-06-16 21:35|4|8|"Outspent 43 Presidents COMBINED? Absurd. Now youre just making a fool out of yourself. Actually O lowered the yearly Budget deficit after he inherited the MASSIVE Bush Debt acquired due to 2 WARS ,stupid tax cuts for TOP 1% and financial CRASH FACT Look it up"||||"1008070484469145600"|https://twitter.com/BetsyOShea/status/1008070484469145600
change2happen|2018-06-16 21:17|0|0|"Bulk of the working poor pay taxes to the rich? Son, the federal taxes u pay go to the IMF to help finance the wars, so you must agree with the wars. Federal taxes is NOT how the USA finances its budget. Remember, they r a corporation, not the real government. U was suckered in."||||"1008066162226356224"|https://twitter.com/change2happen/status/1008066162226356224
gjbpb|2018-06-16 20:55|0|0|"BS. People like Trump always take advantage of the less fortunate and gullible. His policies won't help you. Because of the tax cuts and the huge budget he signed, by the year 2026 there will be no social security, Medicare and Medicaid. Good luck with that."||||"1008060394580201472"|https://twitter.com/gjbpb/status/1008060394580201472
HaveFaithAmeric|2018-06-16 20:53|0|0|"Wow coming from the Nitwit blowing up the budget! Amazing anyone even listens to your lies"||||"1008060023333769216"|https://twitter.com/HaveFaithAmeric/status/1008060023333769216
lynn_mansir|2018-06-16 20:47|0|1|"And Susie, President Obama’s federal budget continued throughout most of last year. Trump’s budget didn’t go into effect until October 1, 2017. So, a lot of that prosperity you mentioned was created by President Obama."||||"1008058554765332480"|https://twitter.com/lynn_mansir/status/1008058554765332480
ForeverLogical|2018-06-16 20:40|0|1|"President Trump’s 2019 Budget Proposes to Leave the Most Vulnerable Behind http://bit.ly/2lchbzt"||||"1008056725616750594"|https://twitter.com/ForeverLogical/status/1008056725616750594
ForeverLogical|2018-06-16 20:33|0|1|"Budget Cuts Are Putting More Kids in Foster Care https://talkpoverty.org/2018/02/23/budget-cuts-putting-kids-foster-care/#.WyVX4zLkYzA.twitter …"|||#|"1008054952432828416"|https://twitter.com/ForeverLogical/status/1008054952432828416
nemack007|2018-06-16 20:30|0|0|"Quote:: Hourly wages for nonsupervisory workers are lower than 1 year ago, after adjusting for inflation induced by Trump trade wars and trillion-dollar budget deficits"||||"1008054343600427008"|https://twitter.com/nemack007/status/1008054343600427008
caplauger|2018-06-16 20:28|0|0|"Ridiculous that you would accept Paul Ryan's stupid amnesty bill. 4 pillars were compromise enough; now they want more. You signed a bad budget bill to get military money. Don't accept a bad bill again. MAGA! @ LouDobbs @ seanhannity @ SebGorka"||@ @ @||"1008053811519393796"|https://twitter.com/caplauger/status/1008053811519393796
goaliemomjams|2018-06-16 20:27|0|0|"@ rosannecash @ realDonaldTrump All because of a stupid wall.Retribution, as last budget got $ for military but no $ for wall.Sick."||@ @||"1008053539942395906"|https://twitter.com/goaliemomjams/status/1008053539942395906
DrRev_Mustafa1|2018-06-16 20:23|1|3|"DEFICITS Where’s the Tea Party? Lou Dobbs NOT comparing US Economy to Household Budget Anymore Right Wing NOT shouting, “China!” Glenn Beck NOT crying anymore over National Debt! Freedom Caucus no longer cares about Deficits ** Do Deplorables even know Current Deficit?"||||"1008052467790241792"|https://twitter.com/DrRev_Mustafa1/status/1008052467790241792
DrRev_Mustafa1|2018-06-16 20:23|0|0|"DEFICITS Where’s the Tea Party? Lou Dobbs NOT comparing US Economy to Household Budget Anymore Right Wing NOT shouting, “China!” Glenn Beck NOT crying anymore over National Debt! Freedom Caucus no longer cares about Deficits ** Do Deplorables even know Current Deficit?"||||"1008052426790899713"|https://twitter.com/DrRev_Mustafa1/status/1008052426790899713
EnelradSedir|2018-06-16 20:18|0|9|"You do realize Trump has yet to pass a full budget they are operating on CRs-so this economy still is credited to Obama."||||"1008051140909412353"|https://twitter.com/EnelradSedir/status/1008051140909412353
karmakkaze|2018-06-16 20:16|0|0|"I figured it out. Checks and Balances. @ realDonaldTrump thinks that statement is about the budget. The @ GOP is allowing him to think this by not CHECKING HIS ASS! I think we need to get @ FoxNews and @ foxandfriends to start airing # SchoolHouseRock during commercial breaks...pic.twitter.com/H02q5WBHJG"||@ @ @ @|#|"1008050767402594305"|https://twitter.com/karmakkaze/status/1008050767402594305
HeadAsploding|2018-06-16 20:11|0|0|"The sad thing for your supporters is that the fruits of the Obama economy are not going to last indefinitely, and when the cost of your exploding budget deficits and insanely stupid tariffs come due, they are going to pay the heavy price, not you. # Grifter # ConArtist"|||# #|"1008049405759557632"|https://twitter.com/HeadAsploding/status/1008049405759557632
RobertMihaly1|2018-06-16 20:08|0|0|"And the @ realDonaldTrump burden on our budget continues to grow. Remember, # MAGAts when he claimed he wouldn't have time for golf? # FooledYOU"||@|# #|"1008048773082353664"|https://twitter.com/RobertMihaly1/status/1008048773082353664
MichaelSchaue15|2018-06-16 20:08|0|0|"@ realDonaldTrump This Afternoon California Announced that they have a $9 BILLION surplus this year and will use a portion of the extra money to help the homeless...Meanwhile, the Trump Administration has a $1 TRILLION deficit and passed a budget to: damn liberals"||@||"1008048587824095232"|https://twitter.com/MichaelSchaue15/status/1008048587824095232
moot_musings|2018-06-16 19:56|0|1|"Terrorizing children to get a useless wall? You are a special breed of monster. Also, I thought you said Mexico will pay for the wall? Then you claimed the most recent budget covered the wall? You are terrorizing children to get your wall, but the US does not tolerate terrorism."||||"1008045610526822400"|https://twitter.com/moot_musings/status/1008045610526822400
jaytez3|2018-06-16 19:52|0|0|"@ realDonaldTrump Why don't we use more money to hire talented teachers for our kids? Would private education ultimately be best? If so, please allow the education budget to subsidize private non-profit schools"||@||"1008044646470123521"|https://twitter.com/jaytez3/status/1008044646470123521
SimoHayha10|2018-06-16 19:44|0|0|"Let's see, up to May in the current fiscal year your corporate tax cuts have cost the U.S. 42 billion. The current shortfall in the budget is 532 billion, up 22 percent from last year. I see another Trump bankruptcy in the future. Trump will bankrupt the worlds largest economy"||||"1008042687638003714"|https://twitter.com/SimoHayha10/status/1008042687638003714
